title,directors,cast,image_urls,trailer_url,where_to_watch_urls
Howl's Moving Castle,Hayao Miyazaki,"Chieko Baishô, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin, Ryûnosuke Kamiki, Mitsunori Isaki, Yô Ôizumi, Akio Ôtsuka, Daijirô Harada, Haruko Katô, Jean Simmons, Christian Bale, Lauren Bacall, Blythe Danner, Emily Mortimer",https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BM2YwMDUwOTQtOGViMS00NDRiLTk4YWQtMzdjNzk0MTQyY2M4XkEyXkFqcGdeQXN3aWZ0dw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BM2YwMDUwOTQtOGViMS00NDRiLTk4YWQtMzdjNzk0MTQyY2M4XkEyXkFqcGdeQXN3aWZ0dw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTNmYzM4N2UtMjdiZS00OTg3LTk2ZDktYTgxNzEyNWM5OGVmXkEyXkFqcGdeQXJoYW5uYWg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTNmYzM4N2UtMjdiZS00OTg3LTk2ZDktYTgxNzEyNWM5OGVmXkEyXkFqcGdeQXJoYW5uYWg@._V1_.jpg,https://www.youtube.com/watch?v=iwROgK94zcM,https://www.netflix.com/in/title/70028883
Monsters University,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray, Sean Hayes, Dave Foley, Charlie Day, Alfred Molina, Tyler Labine, Nathan Fillion, Aubrey Plaza, Bobby Moynihan, Noah Johnston",https://m.media-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjExNTc3MzY3Ml5BMl5BanBnXkFtZTcwMTYzOTk1OQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjExNTc3MzY3Ml5BMl5BanBnXkFtZTcwMTYzOTk1OQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjMyNzg0Mzk1N15BMl5BanBnXkFtZTgwODk2NTgyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjMyNzg0Mzk1N15BMl5BanBnXkFtZTgwODk2NTgyMzE@._V1_.jpg,https://www.youtube.com/watch?v=xBzPioph8CI,https://www.disneyplus.com/movies/monsters-university/1jXFGfFl7WcX
The Simpsons Movie,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Harry Shearer, Pamela Hayden, Tress MacNeille, Albert Brooks, Karl Wiedergott, Marcia Wallace, Russi Taylor, Maggie Roswell, Phil Rosenthal, Billie Joe Armstrong",https://m.media-amazon.com/images/M/MV5BMzIxN2IzOGItOTcyZi00MTkzLWE4ZjktZTdlOWFiYWE4NzlmXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjA0YWE3ZDUtMzE3ZC00NzA2LTkyNmItZDIzOWM3MDg4MTA4XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjA0YWE3ZDUtMzE3ZC00NzA2LTkyNmItZDIzOWM3MDg4MTA4XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZWIyYjhkZGMtMWM5OS00MDExLTk3ZTktMzIzYmJmYzEzZTQ1XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZWIyYjhkZGMtMWM5OS00MDExLTk3ZTktMzIzYmJmYzEzZTQ1XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=XPG0MqIcby8,https://www.disneyplus.com/movies/the-simpsons-movie/jfibFuFryQWc
How to Train Your Dragon 2,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington, Kieron Elliott, Philip McGrade, Andrew Ableson, Gideon Emery",https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjM0OTY0MDA4NF5BMl5BanBnXkFtZTgwNDIwMjkyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjM0OTY0MDA4NF5BMl5BanBnXkFtZTgwNDIwMjkyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjI2MDAzNTU0N15BMl5BanBnXkFtZTgwODI2NDA2MTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjI2MDAzNTU0N15BMl5BanBnXkFtZTgwODI2NDA2MTE@._V1_.jpg,https://www.youtube.com/watch?v=2BP38770KNo,"https://www.netflix.com/title/70298991, https://www.primevideo.com/detail/How-to-Train-Your-Dragon-2/0M6KLGQK8XPLX1T1EQLIUO89S4"
The Nightmare Before Christmas,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens, Ken Page, Edward Ivory, Susan McBride, Debi Durst, Greg Proops, Kerry Katz, Randy Crenshaw, Sherwood Ball, Carmen Twillie",https://m.media-amazon.com/images/M/MV5BNmYxOTAzZWYtOGI3Yi00ODc3LTk5ZjYtZTY0MzVkZTg3YmRiXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjM5ZTczNzUtZWNmMy00OTRjLTliYmUtNGRkYzc2ZTY4YTlhXkEyXkFqcGdeQXRoaXJkLXBhcnR5LXZpZGVvLXVwZGF0ZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjM5ZTczNzUtZWNmMy00OTRjLTliYmUtNGRkYzc2ZTY4YTlhXkEyXkFqcGdeQXRoaXJkLXBhcnR5LXZpZGVvLXVwZGF0ZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzc5NzJlMzItODY0OC00NzRiLTk4ZmMtZmM3ZDA3Y2U4OGI4XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzc5NzJlMzItODY0OC00NzRiLTk4ZmMtZmM3ZDA3Y2U4OGI4XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=wr6N_hZyBCk,https://www.disneyplus.com/movies/tim-burtons-the-nightmare-before-christmas/5GjwOj5Rkpz2
My Neighbor Totoro,Hayao Miyazaki,"Noriko Hidaka, Chika Sakamoto, Shigesato Itoi, Sumi Shimamoto, Tanie Kitabayashi, Hitoshi Takagi, Hiroko Maruyama, Machiko Washio, Reiko Suzuki, Masashi Hirose, Toshiyuki Amagasa, Shigeru Chiba, Naoki Tatsuta, Tarako, Tomohiro Nishimura",https://m.media-amazon.com/images/M/MV5BYWM3MDE3YjEtMzIzZC00ODE5LTgxNTItNmUyMTBkM2M2NmNiXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYzcwY2E2YTItMjFkZS00OTdjLTkyZTQtOTMxYzc3MGYyNmFkXkEyXkFqcGdeQXN3aWZ0dw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYzcwY2E2YTItMjFkZS00OTdjLTkyZTQtOTMxYzc3MGYyNmFkXkEyXkFqcGdeQXN3aWZ0dw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNGQ0YTljYjYtMzExNi00OGIxLTg0ZGEtNjIwZTdlOTVkNTA3XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNGQ0YTljYjYtMzExNi00OGIxLTg0ZGEtNjIwZTdlOTVkNTA3XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=92a7Hj0ijLs,"https://www.netflix.com/in/title/60032294, https://www.amazon.com/My-Neighbor-Totoro-English-Language/dp/B08123SMCH"
Shrek the Third,"Chris Miller, Raman Hui","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Julie Andrews, John Cleese, Rupert Everett, Eric Idle, Justin Timberlake, Susanne Blakeslee, Cody Cameron, Larry King, Christopher Knights, John Krasinski, Ian McShane",https://m.media-amazon.com/images/M/MV5BOTgyMjc3ODk2MV5BMl5BanBnXkFtZTcwMjY0MjEzMw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNmI0NmI0MTItYzIzNy00YzcwLTk3ZmItZDU0MTAyM2JjOGRkXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNmI0NmI0MTItYzIzNy00YzcwLTk3ZmItZDU0MTAyM2JjOGRkXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDBmMTQ4NjItYTI4Yi00NGNmLTlkMjAtNGE5MzY3MzEwOGEyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDBmMTQ4NjItYTI4Yi00NGNmLTlkMjAtNGE5MzY3MzEwOGEyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=_MoIr7811Bs,"https://www.primevideo.com/detail/Shrek-the-Third/0O2RU7CTQU55NQ35MAND6AXCOG, https://www.amazon.com/Shrek-Third-Chris-Miller/dp/B079HT23YP"
A Bug's Life,"John Lasseter, Andrew Stanton","Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind, David Hyde Pierce, Joe Ranft, Denis Leary, Jonathan Harris, Madeline Kahn, Bonnie Hunt, Michael McShane, John Ratzenberger, Brad Garrett",https://m.media-amazon.com/images/M/MV5BNGI3Mjc1ZjUtYTJhYS00NjBiLTgyYjctODU5NTNlMWJiYjYzXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZmUxN2Y2MTgtNmI5Ny00MjRlLWJmOWMtYmY1YjYwYTRiN2M1XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZmUxN2Y2MTgtNmI5Ny00MjRlLWJmOWMtYmY1YjYwYTRiN2M1XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjJkNjg1MGYtZWMzMy00ZmRmLWIzMTEtMmE3MDU3Y2JkYTUzXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjJkNjg1MGYtZWMzMy00ZmRmLWIzMTEtMmE3MDU3Y2JkYTUzXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=mE35XQFxbeo,https://www.disneyplus.com/movies/a-bugs-life/2kV0c48TF0Ea
Moana,"Ron Clements, John Musker, Don Hall, Chris Williams","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk, Oscar Kightley, Troy Polamalu, Puanani Cravalho, Louise Bush, Mladen Badovinac, Chris Jackson",https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTg0NjcwMDA0MF5BMl5BanBnXkFtZTgwOTc0MDQwMDI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTg0NjcwMDA0MF5BMl5BanBnXkFtZTgwOTc0MDQwMDI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTg5NTYwNjUzN15BMl5BanBnXkFtZTgwNTQxNTY2OTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTg5NTYwNjUzN15BMl5BanBnXkFtZTgwNTQxNTY2OTE@._V1_.jpg,https://www.youtube.com/watch?v=LKFuXETZUsI,"https://www.disneyplus.com/movies/moana/70GoJHflgHH9, https://www.disneyplus.com/en-gb/movies/moana/70GoJHflgHH9, https://www.disneyplus.com/series/a-fan-celebration-of-moana/7T7m0ydJpRqw"
Ice Age: The Meltdown,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah, Will Arnett, Jay Leno, Chris Wedge, Peter Ackerman, Caitlin Rose Anderson, Connor Anderson, Joseph Bologna, Jack Crocicchia, Peter de Séve",https://m.media-amazon.com/images/M/MV5BMjAwODg3OTAxMl5BMl5BanBnXkFtZTcwMjg2NjYyMw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWUzZjIxZDItY2NkMS00OGU0LWJmNGUtZTlmY2M5ZjUzNjc4XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWUzZjIxZDItY2NkMS00OGU0LWJmNGUtZTlmY2M5ZjUzNjc4XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYmM2YTMzZTEtMDYwNy00MTIyLTlkMWEtYzAwN2ZhNTE1NzAzXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYmM2YTMzZTEtMDYwNy00MTIyLTlkMWEtYzAwN2ZhNTE1NzAzXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=s4PWGVtIZWA,https://www.disneyplus.com/movies/ice-age-the-meltdown/5k9KMZ1HqFOd
Kung Fu Panda 2,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, James Hong, Michelle Yeoh, Danny McBride, Dennis Haysbert, Jean-Claude Van Damme, Victor Garber, Mike Bell",https://m.media-amazon.com/images/M/MV5BYmIxMGYzMTUtZDQzYy00ODc4LWE1YzQtZGMwYTc0YTYyYTE0XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDUwMTE2MTE1NV5BMl5BanBnXkFtZTgwMjA2MzAzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDUwMTE2MTE1NV5BMl5BanBnXkFtZTgwMjA2MzAzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTM2MTQ2ODQ3N15BMl5BanBnXkFtZTcwMzQ1NjcwNA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTM2MTQ2ODQ3N15BMl5BanBnXkFtZTcwMzQ1NjcwNA@@._V1_.jpg,https://www.youtube.com/watch?v=FQ63rqSRrEI,https://www.primevideo.com/detail/Kung-Fu-Panda-2/0SP3EU7L62FB1PCOYB3E9K1GKQ
Mulan,"Tony Bancroft, Barry Cook","Miguel Ferrer, Harvey Fierstein, Freda Foh Shen, June Foray, James Hong, Miriam Margolyes, Pat Morita, Eddie Murphy, Marni Nixon, Soon-Tek Oh, Donny Osmond, Lea Salonga, James Shigeta, George Takei, Jerry Tondo",https://m.media-amazon.com/images/M/MV5BYzU0ZTQxZDktOGY0Yy00NjdiLTllNDItMTMzMjI1YjMyYjRhXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTcwOTg2NzAyNF5BMl5BanBnXkFtZTgwNDk0NjgxMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjMwOTQwMjcxN15BMl5BanBnXkFtZTgwMTk0NjgxMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzk4MDQ2MTgxMl5BMl5BanBnXkFtZTgwODg0NjgxMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzM1MTg4NDYyM15BMl5BanBnXkFtZTgwNjg0NjgxMzE@._V1_.jpg,https://www.youtube.com/watch?v=HKH7_n425Ss,"https://www.disneyplus.com/movies/mulan/85wmj4hahA0B, https://www.amazon.com/Mulan-Ming-Na/dp/B003QSMCKO"
Incredibles 2,Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner, Catherine Keener, Eli Fucile, Bob Odenkirk, Samuel L. Jackson, Michael Bird, Sophia Bush, Brad Bird, Phil LaMarr, Isabella Rossellini, Adam Gates, Jonathan Banks",https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNmRmNGU5YjMtZTdmMi00NDAwLTg0MTktMmE3YmNhY2MyY2E5XkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNmRmNGU5YjMtZTdmMi00NDAwLTg0MTktMmE3YmNhY2MyY2E5XkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODA1OGVlMjUtZjk0OC00MTViLWI4YTEtNGQ5ODgwOGQxMjUwXkEyXkFqcGdeQXVyNjMwMzc3MjE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODA1OGVlMjUtZjk0OC00MTViLWI4YTEtNGQ5ODgwOGQxMjUwXkEyXkFqcGdeQXVyNjMwMzc3MjE@._V1_.jpg,https://www.youtube.com/watch?v=i5qOzqD9Rms,https://www.disneyplus.com/movies/incredibles-2/4Le2C4pyeB3J
Corpse Bride,"Tim Burton, Mike Johnson","Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman, Paul Whitehouse, Joanna Lumley, Albert Finney, Richard E. Grant, Christopher Lee, Michael Gough, Jane Horrocks, Enn Reitel, Deep Roy, Danny Elfman, Stephen Ballantyne",https://m.media-amazon.com/images/M/MV5BMTk1MTY1NjU4MF5BMl5BanBnXkFtZTcwNjIzMTEzMw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTE3MDMyNGEtNDBmNS00NjM4LWJmNGUtYTBiNjc0ZDhmZDZhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTE3MDMyNGEtNDBmNS00NjM4LWJmNGUtYTBiNjc0ZDhmZDZhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZTE2NTUwODYtNTg1OS00ZjE4LTliNzktMzQwNWE0ZjQ1OTFmXkEyXkFqcGdeQW1hZGV0aXNj._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZTE2NTUwODYtNTg1OS00ZjE4LTliNzktMzQwNWE0ZjQ1OTFmXkEyXkFqcGdeQW1hZGV0aXNj._V1_.jpg,https://www.youtube.com/watch?v=AGACeWVdFqo,Not found
Finding Dory,"Andrew Stanton, Angus MacLane","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson, Hayden Rolence, Ty Burrell, Diane Keaton, Eugene Levy, Sloane Murray, Idris Elba, Dominic West, Bob Peterson, Kate McKinnon, Bill Hader, Sigourney Weaver",https://m.media-amazon.com/images/M/MV5BY2VlYWJjMGMtYjcwZC00MDE2LThmMDItYjVlMzNhYzBhYTk5XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUzNDE0NTE1Nl5BMl5BanBnXkFtZTgwNzQwNzk5ODE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUzNDE0NTE1Nl5BMl5BanBnXkFtZTgwNzQwNzk5ODE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjQwMDY1MTgzM15BMl5BanBnXkFtZTgwOTM2NzAyODE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjQwMDY1MTgzM15BMl5BanBnXkFtZTgwOTM2NzAyODE@._V1_.jpg,https://www.youtube.com/watch?v=JhvrQeY3doI,https://www.disneyplus.com/movies/finding-dory/2L6w30vnqebX
The Little Mermaid,"Ron Clements, John Musker","Rene Auberjonois, Christopher Daniel Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett, Jason Marin, Kenneth Mars, Edie McClurg, Will Ryan, Ben Wright, Samuel E. Wright, Hamilton Camp, Debbie Shapiro Gravitte, Robert Weil",https://m.media-amazon.com/images/M/MV5BNmQ3ODcyZGMtMjNlOS00YzhlLTg0YzAtZGVjNmQ0OTYyNDg0XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTEyMjY4ODAwMzVeQTJeQWpwZ15BbWU4MDQ2OTU4MjMx._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTEyMjY4ODAwMzVeQTJeQWpwZ15BbWU4MDQ2OTU4MjMx._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMmFkY2MzYzEtYzdmNi00ZWM2LWJlN2QtMTlhNjFiNjMxY2NhXkEyXkFqcGdeQWplZmZscA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMmFkY2MzYzEtYzdmNi00ZWM2LWJlN2QtMTlhNjFiNjMxY2NhXkEyXkFqcGdeQWplZmZscA@@._V1_.jpg,https://www.youtube.com/watch?v=ZGZX5-PAwR8,"https://www.disneyplus.com/movies/the-little-mermaid/5MpPFhS8FTXh, https://www.disneyplus.com/en-gb/movies/the-little-mermaid/5MpPFhS8FTXh"
Rango,Gore Verbinski,"Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty, Alfred Molina, Bill Nighy, Stephen Root, Harry Dean Stanton, Timothy Olyphant, Ray Winstone, Ian Abercrombie, Gil Birmingham, James Ward Byrkit, Claudia Black, Blake Clark",https://m.media-amazon.com/images/M/MV5BMTc4NjEyODE1OV5BMl5BanBnXkFtZTcwMjYzNTkxNA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTkzNTM3ODc4OV5BMl5BanBnXkFtZTcwMDY1NzI0NA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTkzNTM3ODc4OV5BMl5BanBnXkFtZTcwMDY1NzI0NA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjA2NjIzODgxMl5BMl5BanBnXkFtZTcwMjIyNTkxNA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjA2NjIzODgxMl5BMl5BanBnXkFtZTcwMjIyNTkxNA@@._V1_.jpg,https://www.youtube.com/watch?v=_gQys92pTqM,https://www.amazon.com/Rango-Johnny-Depp/dp/B0052AC8C6
Grave of the Fireflies,Isao Takahata,"Tsutomu Tatsumi, Ayano Shiraishi, Yoshiko Shinohara, Akemi Yamaguchi, Kôzô Hashida, Masayo Sakai, Kazumi Nozaki, Yoshio Matsuoka, Masahiro Kanetake, Kiyoshi Yanagawa, Hajime Maki, Atsuo Omote, Teruhisa Harita, Hiroshi Tanaka, Michio Denpô",https://m.media-amazon.com/images/M/MV5BNTY5MmE2OGMtN2IxNC00MDY4LTkwMGEtZDUzOTYyNWE0ZTNjXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOTY1YWMyZDktOGQzYS00NTMwLThhMWQtM2Y1NDczYzU1ODhlXkEyXkFqcGdeQXNvbG5vbXM@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOTY1YWMyZDktOGQzYS00NTMwLThhMWQtM2Y1NDczYzU1ODhlXkEyXkFqcGdeQXNvbG5vbXM@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZTNmNWM4OWUtMTcxZi00ODA1LWE1NWMtOTk3Mjg3ZDIyYWI0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZTNmNWM4OWUtMTcxZi00ODA1LWE1NWMtOTk3Mjg3ZDIyYWI0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=lhlh7JVcTt8,https://www.netflix.com/title/557010
Megamind,Tom McGrath,"Will Ferrell, Brad Pitt, Tina Fey, Jonah Hill, David Cross, Ben Stiller, Justin Theroux, Jessica Schulte, Tom McGrath, Emily Nordwind, J.K. Simmons, Ella Stiller, Quinn Dempsey Stiller, Brian Hopkins, Christopher Knights",https://m.media-amazon.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTU2NTA3MDg5OF5BMl5BanBnXkFtZTgwNDQzNDYzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTU2NTA3MDg5OF5BMl5BanBnXkFtZTgwNDQzNDYzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQ2ODM1ODcxM15BMl5BanBnXkFtZTgwNzUxNTEzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQ2ODM1ODcxM15BMl5BanBnXkFtZTgwNzUxNTEzMzE@._V1_.jpg,https://www.youtube.com/watch?v=ead9HCX9fe4,"https://www.primevideo.com/detail/Megamind/0R5OHHDQA2K6IKDVSNZ0BWGQQE, https://www.amazon.com/Megamind-Tom-McGrath/dp/B079HRP79D"
Ice Age: Dawn of the Dinosaurs,"Carlos Saldanha, Michael Thurmeier","Eunice Cho, Karen Disher, Harrison Fahn, Maile Flanagan, Jason Fricchione, Bill Hader, Kelly Keaton, Joey King, Queen Latifah, Denis Leary, Allegra Leguizamo, John Leguizamo, Lucas Leguizamo, Clea Lewis, Jane Lynch",https://m.media-amazon.com/images/M/MV5BZWJjZDYwMjgtZDZiMy00YzcyLThjN2YtYjI1ZDQ2ZDJkOTVmXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTMyODMyMDY3MF5BMl5BanBnXkFtZTcwMTg2MTM0Mg@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTMyODMyMDY3MF5BMl5BanBnXkFtZTcwMTg2MTM0Mg@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTg1NTgwNzg5M15BMl5BanBnXkFtZTgwOTc4NzkxMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTg1NTgwNzg5M15BMl5BanBnXkFtZTgwOTc4NzkxMzE@._V1_.jpg,https://www.youtube.com/watch?v=MnAi5u-k9NY,Not found
Hotel Transylvania,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, CeeLo Green, Jon Lovitz, Brian George, Luenell, Brian Stack, Chris Parnell, Jackie Sandler",https://m.media-amazon.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTYxMzY0NDM1MV5BMl5BanBnXkFtZTcwNjgxMTk5Nw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTYxMzY0NDM1MV5BMl5BanBnXkFtZTcwNjgxMTk5Nw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUwMDcxMzczMV5BMl5BanBnXkFtZTcwNDg2MjI3Nw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUwMDcxMzczMV5BMl5BanBnXkFtZTcwNDg2MjI3Nw@@._V1_.jpg,https://www.youtube.com/watch?v=Tm7dl9Q9-NA,"https://www.netflix.com/title/70220028, https://www.primevideo.com/detail/Hotel-Transylvania/0P52WN1UVN3PMNGS7ZUJA9UESU"
